,Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Total_Engagement,Engagement_Rate,Virality_Score
998,Post_999,Twitter,#Dance,Live Stream,Brazil,4903151,221692,89008,32540,Medium,343240,0.07,0.08815718708234765
999,Post_1000,TikTok,#Challenge,Video,UK,203606,488156,57433,8556,Low,554145,2.7217,3.00373269942929
1000,Post_1001,Twitter,#Challenge,Post,Brazil,495987,106797,25673,14776,Medium,147246,0.2969,0.3486361537701593
1001,Post_1002,Instagram,#Comedy,Shorts,UK,3415328,118469,14421,17676,Low,150566,0.0441,0.048307805282538016
1002,Post_1003,Instagram,#Fitness,Video,Japan,3458904,231857,64606,40429,Medium,336892,0.0974,0.11607665318262664
1003,Post_1004,YouTube,#Viral,Post,UK,1776694,409291,47848,32217,Low,489356,0.2754,0.3023615771764862
1004,Post_1005,Twitter,#Challenge,Live Stream,UK,1249604,30553,87308,16040,Medium,133901,0.1072,0.177023280975413
1005,Post_1006,Instagram,#Education,Tweet,Brazil,2362909,209360,42036,10082,High,261478,0.1107,0.12844929703175195
1006,Post_1007,Instagram,#Challenge,Video,Canada,2980875,23957,13444,22622,High,60023,0.0201,0.02464611900868034
1007,Post_1008,Twitter,#Fitness,Post,Germany,4003396,356630,52250,48835,High,457715,0.1143,0.12738310174661713
1008,Post_1009,Twitter,#Comedy,Live Stream,UK,4582322,164949,4598,34876,High,204423,0.0446,0.04561464689735902
1009,Post_1010,Instagram,#Music,Live Stream,USA,3284675,375788,31851,4538,High,412177,0.1255,0.1351817150859674
1010,Post_1011,Instagram,#Challenge,Reel,USA,1558041,407000,95826,14793,Medium,517619,0.3322,0.39372840637698236
1011,Post_1012,YouTube,#Fitness,Shorts,Brazil,2188290,74779,95888,30392,Medium,201059,0.0919,0.1356981935666662
1012,Post_1013,TikTok,#Comedy,Tweet,UK,1893329,477886,83144,22309,Low,583339,0.3081,0.3520164746855935
1013,Post_1014,YouTube,#Challenge,Reel,USA,1259550,444463,95640,40419,Low,580522,0.4609,0.5368282323051884
1014,Post_1015,Instagram,#Dance,Live Stream,Australia,251154,309987,21850,21949,Low,353786,1.4086,1.4956401251821592
1015,Post_1016,YouTube,#Fitness,Reel,Australia,3000680,425076,88638,29249,High,542963,0.1809,0.2104859565165229
1016,Post_1017,YouTube,#Gaming,Post,Canada,4172105,113356,15475,39721,High,168552,0.0404,0.044108909051905454
1017,Post_1018,TikTok,#Dance,Shorts,India,1373399,241489,20322,23441,Medium,285252,0.2077,0.22249470110288416
1018,Post_1019,Twitter,#Comedy,Tweet,UK,106972,206432,65280,9800,High,281512,2.6316,3.24189507534682
1019,Post_1020,YouTube,#Comedy,Video,Canada,3312960,366286,22239,43842,Medium,432367,0.1305,0.13722049164493383
1020,Post_1021,TikTok,#Dance,Reel,USA,1529954,243198,84121,45333,High,372652,0.2436,0.2985534205603567
1021,Post_1022,YouTube,#Tech,Post,Brazil,102258,164931,73156,20281,High,258368,2.5266,3.2420348530188345
1022,Post_1023,Instagram,#Gaming,Tweet,Australia,235741,197273,83423,15114,High,295810,1.2548,1.608684955099028
1023,Post_1024,Twitter,#Fashion,Live Stream,Germany,3379946,52964,78464,19620,Medium,151048,0.0447,0.06790404343738037
1024,Post_1025,YouTube,#Challenge,Shorts,Canada,2234585,38539,86095,38190,High,162824,0.0729,0.1113938382294699
1025,Post_1026,Twitter,#Dance,Live Stream,USA,2688261,401420,13288,32169,High,446877,0.1662,0.17117571545322421
1026,Post_1027,TikTok,#Gaming,Video,Brazil,2260892,110179,66087,49262,High,225528,0.0998,0.12898227779124347
1027,Post_1028,TikTok,#Music,Live Stream,Germany,1130376,138976,12325,30626,High,181927,0.1609,0.17184724374898264
1028,Post_1029,Instagram,#Tech,Live Stream,USA,4650686,35344,74563,32695,High,142602,0.0307,0.04669526173128007
1029,Post_1030,Instagram,#Comedy,Shorts,Germany,473893,391296,16786,34510,Low,442592,0.9339,0.9693707229269054
1030,Post_1031,Instagram,#Comedy,Live Stream,India,2350338,117930,10242,49338,Medium,177510,0.0755,0.07988297853330031
1031,Post_1032,Twitter,#Fashion,Shorts,Canada,4539318,227085,49466,43222,High,319773,0.0704,0.08134239548760408
1032,Post_1033,YouTube,#Challenge,Tweet,Japan,1190886,286183,15049,26925,High,328157,0.2756,0.2881938321552189
1033,Post_1034,Instagram,#Education,Tweet,Australia,11338,379782,86100,44273,Medium,510155,44.9951,52.58908096666079
1034,Post_1035,Instagram,#Gaming,Shorts,Brazil,1878293,135556,66131,1905,High,203592,0.1084,0.14360006665626715
1035,Post_1036,Instagram,#Challenge,Reel,India,1939855,270361,16051,48568,Medium,334980,0.1727,0.18095733959496973
1036,Post_1037,Twitter,#Gaming,Tweet,India,3725275,304621,39355,21276,Medium,365252,0.098,0.10861131057438712
1037,Post_1038,YouTube,#Comedy,Tweet,USA,3464426,174304,3700,7670,High,185674,0.0536,0.05466244624650664
1038,Post_1039,TikTok,#Music,Reel,India,2404354,337049,40767,13246,High,391062,0.1626,0.17960292036863124
1039,Post_1040,YouTube,#Tech,Post,USA,3462645,247106,97876,38689,Low,383671,0.1108,0.13906912201510696
1040,Post_1041,TikTok,#Viral,Post,Australia,3106476,152334,49965,44652,High,246951,0.0795,0.09557968579187479
1041,Post_1042,Instagram,#Comedy,Video,UK,4796296,473059,1016,10919,Medium,484994,0.1011,0.10133027653005569
1042,Post_1043,Twitter,#Tech,Shorts,USA,2876540,10981,63070,9201,Low,83252,0.0289,0.05086736148289264
1043,Post_1044,Instagram,#Viral,Video,Japan,4298093,313918,75168,21454,High,410540,0.0955,0.11300546544711806
1044,Post_1045,Instagram,#Comedy,Tweet,Japan,2685008,312885,79634,27209,Medium,419728,0.1563,0.18598156876999994
1045,Post_1046,TikTok,#Fitness,Video,UK,794730,194026,93504,47841,High,335371,0.422,0.5396486857171618
1046,Post_1047,Twitter,#Gaming,Live Stream,Australia,1477708,265660,97515,21963,Medium,385138,0.2606,0.3266227157192084
1047,Post_1048,TikTok,#Challenge,Video,USA,2418004,471089,47327,24701,Medium,543117,0.2246,0.2441865274002855
1048,Post_1049,Instagram,#Fashion,Tweet,India,454490,367108,6386,33172,Low,406666,0.8948,0.9088252766837555
1049,Post_1050,TikTok,#Challenge,Reel,Japan,1061491,404574,82042,29450,Medium,516066,0.4862,0.5634602648538707
1050,Post_1051,Twitter,#Gaming,Shorts,India,655507,247570,68972,23701,Medium,340243,0.5191,0.6242725096757167
1051,Post_1052,TikTok,#Challenge,Shorts,Germany,2631238,442816,29304,44101,Low,516221,0.1962,0.2073263612033575
1052,Post_1053,Instagram,#Dance,Shorts,Canada,2414079,453772,12971,44775,Medium,511518,0.2119,0.21726256680083791
1053,Post_1054,YouTube,#Fitness,Live Stream,Japan,3213925,436365,48616,46800,Low,531781,0.1655,0.18058822156708698
1054,Post_1055,Twitter,#Fitness,Live Stream,Australia,1658817,280297,70901,36696,Medium,387894,0.2338,0.2765796347638106
1055,Post_1056,TikTok,#Fitness,Post,Brazil,2878436,149765,9840,42118,High,201723,0.0701,0.073499289197328
1056,Post_1057,TikTok,#Challenge,Live Stream,Brazil,3730939,8927,36583,33397,Medium,78907,0.0211,0.030954673877005227
1057,Post_1058,TikTok,#Education,Video,USA,1951149,367712,57910,28894,Low,454516,0.2329,0.26262781571269034
1058,Post_1059,Instagram,#Tech,Live Stream,India,4031260,489680,10003,38423,High,538106,0.1335,0.13596468597907355
1059,Post_1060,TikTok,#Dance,Tweet,UK,800596,434086,82037,27401,High,543524,0.6789,0.7813691299981513
1060,Post_1061,Twitter,#Music,Live Stream,Japan,3059352,45964,49018,20424,Medium,115406,0.0377,0.053744714567006344
1061,Post_1062,YouTube,#Tech,Tweet,USA,489829,338839,69684,45590,High,454113,0.9271,1.0693466495450452
1062,Post_1063,YouTube,#Gaming,Video,Brazil,1775441,300600,92494,29780,Low,422874,0.2382,0.29027604972511056
1063,Post_1064,Twitter,#Fitness,Shorts,UK,3386425,804,77479,48511,Low,126794,0.0374,0.0603211351203703
1064,Post_1065,Instagram,#Gaming,Reel,India,3147828,488798,11213,28108,Low,528119,0.1678,0.17133464725518674
1065,Post_1066,TikTok,#Challenge,Shorts,Australia,1370433,360983,28865,7949,Medium,397797,0.2903,0.31133371715362956
1066,Post_1067,Twitter,#Viral,Tweet,USA,4329212,314231,36820,38094,Low,389145,0.0899,0.09839319488165514
1067,Post_1068,YouTube,#Comedy,Tweet,Brazil,1193284,301260,95595,13072,High,409927,0.3435,0.4236393012895505
1068,Post_1069,TikTok,#Comedy,Tweet,Japan,4969573,61124,69585,20780,High,151489,0.0305,0.044485512135549674
1069,Post_1070,YouTube,#Fitness,Post,Canada,131873,454436,93369,18730,Low,566535,4.2961,5.0040872657784385
1070,Post_1071,Twitter,#Viral,Tweet,Brazil,3380653,387333,43799,7391,High,438523,0.1297,0.14267125315730422
1071,Post_1072,Twitter,#Dance,Video,Brazil,4615991,4652,67987,39672,High,112311,0.0243,0.03905943490791035
1072,Post_1073,TikTok,#Tech,Shorts,Germany,864943,82684,91782,8394,High,182860,0.2114,0.3175261259990543
1073,Post_1074,Instagram,#Comedy,Post,UK,1263647,322686,75202,21411,High,419299,0.3318,0.3913284327031204
1074,Post_1075,YouTube,#Fashion,Post,USA,1984393,375236,99926,43802,Medium,518964,0.2615,0.31187874579279407
1075,Post_1076,TikTok,#Music,Reel,USA,3986858,90525,32612,1252,Medium,124389,0.0312,0.03937963178021389
1076,Post_1077,TikTok,#Fitness,Video,Brazil,1026460,195036,70291,35850,Low,301177,0.2934,0.3618923289753132
1077,Post_1078,TikTok,#Viral,Shorts,Germany,3391235,264956,65030,40163,High,370149,0.1091,0.12832463689481854
1078,Post_1079,Twitter,#Challenge,Video,Brazil,3216923,205624,63081,49107,Low,317812,0.0988,0.11840289618371344
1079,Post_1080,Instagram,#Dance,Tweet,USA,4841137,431351,625,19075,Medium,451051,0.0932,0.093299569915084
1080,Post_1081,TikTok,#Gaming,Shorts,Brazil,2056554,5852,96016,26074,High,127942,0.0622,0.10889964474553063
1081,Post_1082,Instagram,#Music,Live Stream,Brazil,1889541,357123,24263,35214,Low,416600,0.2205,0.23331750938455423
1082,Post_1083,Instagram,#Fashion,Video,Brazil,353263,473924,71436,3303,High,548663,1.5531,1.7553465831406063
1083,Post_1084,Instagram,#Tech,Video,Canada,2385749,319160,12581,37720,Low,369461,0.1549,0.16013503516086564
1084,Post_1085,YouTube,#Comedy,Post,UK,2543088,334654,46205,44955,Low,425814,0.1674,0.18560859868002993
1085,Post_1086,Instagram,#Music,Reel,Germany,4826724,359660,68209,1169,High,429038,0.0889,0.10301956357976963
1086,Post_1087,TikTok,#Dance,Tweet,Canada,332982,248040,43908,44462,High,336410,1.0103,1.1421578343574128
1087,Post_1088,TikTok,#Viral,Reel,Brazil,243690,434643,49661,16049,Low,500353,2.0532,2.2570232672657884
1088,Post_1089,Instagram,#Education,Video,India,2780722,130632,4458,42849,Medium,177939,0.064,0.0655933962474494
1089,Post_1090,Twitter,#Education,Post,Japan,4582230,284453,89108,46380,Medium,419941,0.0916,0.11109197923281895
1090,Post_1091,YouTube,#Fashion,Post,USA,4126761,108177,6409,1021,Medium,115607,0.028,0.029567013936595794
1091,Post_1092,Twitter,#Fashion,Post,Brazil,2116294,479845,2280,48864,Low,530989,0.2509,0.25198247502473664
1092,Post_1093,Instagram,#Dance,Post,Canada,3724442,459724,55807,9912,Medium,525443,0.1411,0.1560636465811523
1093,Post_1094,Instagram,#Gaming,Tweet,Brazil,4170208,315259,26019,37399,Medium,378677,0.0908,0.09704455988766028
1094,Post_1095,Twitter,#Comedy,Shorts,Canada,1340034,92561,43545,32024,Low,168130,0.1255,0.15796240990900232
1095,Post_1096,YouTube,#Education,Post,India,2091486,222248,78214,42629,High,343091,0.164,0.20143811624844726
1096,Post_1097,Twitter,#Fashion,Reel,Japan,4386555,119786,77421,45384,Low,242591,0.0553,0.07295292091402023
1097,Post_1098,YouTube,#Fashion,Tweet,UK,97528,402649,98985,48533,Medium,550167,5.6411,6.656057747518662
1098,Post_1099,YouTube,#Viral,Live Stream,Germany,3781524,76341,10644,1692,Medium,88677,0.0235,0.026264807522046667
1099,Post_1100,TikTok,#Tech,Shorts,Japan,2076113,484384,39567,41864,Low,565815,0.2725,0.2915939546643174
1100,Post_1101,TikTok,#Music,Tweet,Brazil,3648938,224759,88368,34806,High,347933,0.0954,0.11956931030343623
1101,Post_1102,TikTok,#Dance,Live Stream,USA,1304352,334062,84453,42589,Medium,461104,0.3535,0.41825902823777633
1102,Post_1103,Instagram,#Viral,Tweet,Australia,4113719,371010,23116,29531,Low,423657,0.103,0.1086056193920878
1103,Post_1104,TikTok,#Tech,Live Stream,Germany,2919564,36753,49519,6372,High,92644,0.0317,0.048693229537013064
1104,Post_1105,YouTube,#Gaming,Tweet,USA,4732496,365067,78267,37692,Low,481026,0.1016,0.11818139941375545
1105,Post_1106,Twitter,#Challenge,Shorts,Japan,2040652,407996,11598,40259,Low,459853,0.2253,0.23102959250278832
1106,Post_1107,YouTube,#Gaming,Live Stream,Canada,3380651,451739,2827,2335,High,456901,0.1352,0.13598800941002193
1107,Post_1108,YouTube,#Education,Video,India,2592595,237876,33780,36343,High,307999,0.1188,0.13182892044457387
1108,Post_1109,Instagram,#Gaming,Post,Canada,4284095,435610,44348,35611,High,515569,0.1203,0.1306966815628505
1109,Post_1110,YouTube,#Tech,Video,Brazil,1562200,236997,84050,12958,Medium,334005,0.2138,0.267606580463449
1110,Post_1111,Twitter,#Fashion,Live Stream,USA,3305437,493487,69852,38719,High,602058,0.1821,0.20327418129584682
1111,Post_1112,YouTube,#Dance,Shorts,India,2293007,93269,84008,11949,Medium,189226,0.0825,0.11915968856614917
1112,Post_1113,Twitter,#Fashion,Shorts,UK,1191376,239380,16309,8387,Low,264076,0.2217,0.23534551644485033
1113,Post_1114,YouTube,#Viral,Live Stream,India,660930,336481,11129,35123,Low,382733,0.5791,0.5959208993388104
1114,Post_1115,TikTok,#Comedy,Live Stream,India,790471,245250,99730,49881,Medium,394861,0.4995,0.625691518094908
1115,Post_1116,YouTube,#Comedy,Live Stream,Japan,4565789,300350,4163,15057,Medium,319570,0.07,0.07090406499292894
1116,Post_1117,Instagram,#Fitness,Shorts,USA,1513083,352786,90781,29795,Low,473362,0.3128,0.3728433932573428
1117,Post_1118,Twitter,#Fashion,Shorts,Japan,3829879,145994,75122,11620,Low,232736,0.0608,0.08038321837321753
1118,Post_1119,YouTube,#Viral,Live Stream,Australia,2754577,351227,85607,43219,High,480053,0.1743,0.2053527637818801
1119,Post_1120,Twitter,#Fitness,Video,Canada,3497840,366736,65404,28802,High,460942,0.1318,0.15047743750428835
1120,Post_1121,Instagram,#Viral,Tweet,Germany,4746014,29305,89872,16323,Medium,135500,0.0286,0.047486585585293256
1121,Post_1122,Twitter,#Fitness,Video,Canada,4161787,343575,2003,19921,Medium,365499,0.0878,0.08830389445687634
1122,Post_1123,YouTube,#Dance,Video,India,3873103,121317,4727,38875,Medium,164919,0.0426,0.0438010556393672
1123,Post_1124,YouTube,#Viral,Tweet,Brazil,3620241,386951,38015,31259,High,456225,0.126,0.13652129789149398
1124,Post_1125,YouTube,#Tech,Video,India,3722406,295942,27878,47869,Medium,371689,0.0999,0.1073410584444577
1125,Post_1126,YouTube,#Dance,Video,India,2975095,449386,33351,13313,High,496050,0.1667,0.17794423371354529
1126,Post_1127,YouTube,#Tech,Reel,Brazil,178206,37884,42111,34950,Low,114945,0.645,0.8813171273694489
1127,Post_1128,TikTok,#Tech,Reel,Australia,2221223,69758,80790,38108,Medium,188656,0.0849,0.1213052449033708
1128,Post_1129,Twitter,#Fitness,Video,USA,3283134,413608,67001,12600,High,493209,0.1502,0.1706326942488488
1129,Post_1130,Twitter,#Dance,Live Stream,Germany,2215064,29791,99856,25420,High,155067,0.07,0.1150860652333296
1130,Post_1131,Twitter,#Fashion,Video,Brazil,2189190,105704,95438,38438,Low,239580,0.1094,0.15303285690141102
1131,Post_1132,Instagram,#Fitness,Live Stream,UK,2085067,227030,40851,2906,Low,270787,0.1299,0.14946186381540738
1132,Post_1133,Instagram,#Viral,Live Stream,India,4121250,73511,93273,36056,Medium,202840,0.0492,0.071850288140734
1133,Post_1134,Twitter,#Fitness,Live Stream,USA,1706185,35065,44031,14777,Medium,93873,0.055,0.08082593622614195
1134,Post_1135,Twitter,#Education,Video,Canada,697238,308437,36985,18584,Medium,364006,0.5221,0.5751135193434667
1135,Post_1136,TikTok,#Education,Live Stream,UK,492746,467395,66735,1125,Medium,535255,1.0863,1.2217044887223845
1136,Post_1137,Twitter,#Viral,Post,USA,2611265,196133,74984,14125,Medium,285242,0.1092,0.13795076332735284
1137,Post_1138,Instagram,#Challenge,Reel,UK,4248915,261493,87021,28833,Medium,377347,0.0888,0.10929096016277097
1138,Post_1139,YouTube,#Dance,Post,Canada,3239323,38620,936,18479,Low,58035,0.0179,0.018204729815458353
1139,Post_1140,Twitter,#Fashion,Live Stream,Canada,3551156,74808,24814,5993,Low,105615,0.0297,0.03672860330551516
1140,Post_1141,TikTok,#Tech,Post,Brazil,4569045,140232,946,8215,Medium,149393,0.0327,0.032903812503488145
1141,Post_1142,YouTube,#Tech,Post,Brazil,651443,338455,43231,38317,Low,420003,0.6447,0.7110890745621643
1142,Post_1143,TikTok,#Comedy,Post,India,3484442,290461,51999,5863,High,348323,0.1,0.11488840967936903
1143,Post_1144,TikTok,#Gaming,Live Stream,Australia,497423,158956,68044,30123,Low,257123,0.5169,0.6537031862217871
1144,Post_1145,YouTube,#Viral,Post,Brazil,222706,422102,50384,8792,Medium,481278,2.161,2.3872818873312798
1145,Post_1146,YouTube,#Viral,Live Stream,Japan,1128302,228488,52037,25873,Medium,306398,0.2716,0.31767647314282876
1146,Post_1147,YouTube,#Education,Live Stream,USA,2677335,7372,39950,10623,Medium,57945,0.0216,0.03656434476821167
1147,Post_1148,YouTube,#Education,Shorts,India,1050909,258178,5642,13315,Low,277135,0.2637,0.26907848348429786
1148,Post_1149,Twitter,#Education,Live Stream,Canada,1015391,388747,2397,15351,High,406495,0.4003,0.4026941345747599
1149,Post_1150,Twitter,#Fashion,Post,Canada,1217360,423212,78276,46525,Medium,548013,0.4502,0.5144649076690544
1150,Post_1151,TikTok,#Challenge,Tweet,Brazil,3371506,450959,9604,38602,Low,499165,0.1481,0.15090259367772146
1151,Post_1152,YouTube,#Music,Reel,USA,2477176,11709,98546,46222,High,156477,0.0632,0.10294908395689285
1152,Post_1153,Instagram,#Dance,Reel,Canada,2912775,178086,11014,25511,Medium,214611,0.0737,0.07746049729210118
1153,Post_1154,YouTube,#Music,Video,Brazil,962239,312622,27648,42018,Low,382288,0.3973,0.426023056641853
1154,Post_1155,TikTok,#Challenge,Post,Brazil,3069640,139491,60853,30527,Medium,230871,0.0752,0.09503524843304101
1155,Post_1156,YouTube,#Education,Tweet,USA,1106136,186803,18713,7394,Medium,212910,0.1925,0.20939830183630223
1156,Post_1157,Instagram,#Tech,Reel,Canada,4018134,476460,96568,48685,Medium,621713,0.1547,0.17875984225513633
1157,Post_1158,Instagram,#Tech,Video,Brazil,1135196,106116,41569,21497,Medium,169182,0.149,0.18565164077392804
1158,Post_1159,TikTok,#Education,Live Stream,Canada,136335,97707,63913,30021,Low,191641,1.4057,1.8744563024901897
1159,Post_1160,Instagram,#Music,Live Stream,Germany,312301,376135,50291,40981,High,467407,1.4967,1.6576892164930628
1160,Post_1161,Instagram,#Dance,Shorts,Brazil,2930383,479741,220,33112,Low,513073,0.1751,0.17516242757346054
1161,Post_1162,Twitter,#Fashion,Reel,India,963339,243870,4291,30134,Low,278295,0.2889,0.2933401429818579
1162,Post_1163,TikTok,#Dance,Tweet,Germany,2542362,339645,75620,27672,High,442937,0.1742,0.20396662631049395
1163,Post_1164,YouTube,#Music,Shorts,USA,929670,415475,77500,1737,Medium,494712,0.5321,0.6155001236998074
1164,Post_1165,Instagram,#Fashion,Reel,Germany,2808211,93056,17427,27332,Low,137815,0.0491,0.05528145855136954
1165,Post_1166,Twitter,#Challenge,Live Stream,India,209672,221957,65127,34835,Medium,321919,1.5353,1.8459594032584228
1166,Post_1167,Twitter,#Comedy,Tweet,Canada,3737771,3185,21475,43289,Medium,67949,0.0182,0.023924419125730283
1167,Post_1168,YouTube,#Challenge,Video,USA,4446755,221164,44206,37039,Low,302409,0.068,0.07794785186051402
1168,Post_1169,TikTok,#Gaming,Post,UK,2013957,449783,37315,45597,Medium,532695,0.2645,0.28302987601026236
1169,Post_1170,TikTok,#Tech,Reel,Canada,1036784,398301,83508,44951,Medium,526760,0.5081,0.5886163366718622
1170,Post_1171,Twitter,#Education,Video,USA,3980555,275061,89641,47571,Low,412273,0.1036,0.12609146212023198
1171,Post_1172,TikTok,#Gaming,Video,Brazil,4198164,5801,27958,40130,High,73889,0.0176,0.024259890752243125
1172,Post_1173,Instagram,#Education,Tweet,USA,3123278,298146,8587,1236,Low,307969,0.0986,0.10135376998141056
1173,Post_1174,TikTok,#Gaming,Video,Japan,2064157,356084,56738,25612,Low,438434,0.2124,0.2398906672312232
1174,Post_1175,TikTok,#Education,Post,USA,2074835,47157,47309,8648,Medium,103114,0.0497,0.07249877701118403
1175,Post_1176,TikTok,#Education,Reel,USA,4860381,322942,75521,4830,High,403293,0.083,0.09851367619122862
1176,Post_1177,Instagram,#Fashion,Reel,Brazil,3599873,278305,77717,19512,Low,375534,0.1043,0.12590749729226558
1177,Post_1178,TikTok,#Gaming,Reel,Brazil,3940481,94795,68944,47811,Medium,211550,0.0537,0.0711826804900214
1178,Post_1179,TikTok,#Fashion,Reel,UK,3402318,493021,14422,17661,Medium,525104,0.1543,0.15857600612288444
1179,Post_1180,Instagram,#Tech,Post,Germany,2836169,142049,19440,32540,High,194029,0.0684,0.07526667134433808
1180,Post_1181,Instagram,#Fashion,Tweet,Australia,3207625,410976,85117,37271,Low,533364,0.1663,0.19281586843848642
1181,Post_1182,Twitter,#Tech,Post,Australia,3036452,221744,11077,49900,High,282721,0.0931,0.09675700455663386
1182,Post_1183,TikTok,#Music,Reel,Japan,4172163,236621,13929,2337,High,252887,0.0606,0.06395148032327597
1183,Post_1184,Twitter,#Fitness,Video,India,1588694,85453,32995,47809,Low,166257,0.1047,0.12541874017274565
1184,Post_1185,TikTok,#Education,Reel,Germany,4698854,234921,87352,22243,High,344516,0.0733,0.09190921871588263
1185,Post_1186,TikTok,#Dance,Shorts,Germany,1435830,117831,84434,24859,High,227124,0.1582,0.2169880835474952
1186,Post_1187,TikTok,#Dance,Shorts,Australia,3990883,491508,66058,37043,Medium,594609,0.149,0.16554406631314422
1187,Post_1188,Twitter,#Education,Post,Canada,778600,491963,55403,8603,Low,555969,0.7141,0.7852196249678911
1188,Post_1189,TikTok,#Comedy,Live Stream,Brazil,4103458,118601,51035,44941,Low,214577,0.0523,0.06472882139892744
1189,Post_1190,TikTok,#Dance,Video,Australia,4149798,198160,72234,42191,Medium,312585,0.0753,0.09273198358088755
1190,Post_1191,Twitter,#Music,Video,Japan,3312891,292286,6952,23430,Low,322668,0.0974,0.09949618022446256
1191,Post_1192,TikTok,#Music,Video,India,1154890,242791,31594,24465,Low,298850,0.2588,0.2861259513893098
1192,Post_1193,YouTube,#Fitness,Video,Germany,2289467,55335,94333,43209,High,192877,0.0842,0.12544841222869776
1193,Post_1194,Twitter,#Gaming,Post,India,950724,371343,52165,30174,Medium,453682,0.4772,0.5320650367509393
1194,Post_1195,Twitter,#Education,Post,Japan,4641254,378649,39504,22534,High,440687,0.0949,0.10346147829875288
1195,Post_1196,YouTube,#Challenge,Reel,USA,633478,356209,80366,48809,Low,485384,0.7662,0.8930854741601129
1196,Post_1197,Twitter,#Fashion,Reel,Australia,513065,249364,19912,7312,Medium,276588,0.5391,0.5778994864198493
1197,Post_1198,Twitter,#Gaming,Tweet,Japan,2165655,124165,5295,34518,High,163978,0.0757,0.07816249587307304
1198,Post_1199,Instagram,#Education,Video,USA,4029746,268583,97064,12067,Low,377714,0.0937,0.11781834388569404
1199,Post_1200,YouTube,#Music,Video,Japan,505913,272303,96744,360,High,369407,0.7302,0.9214054590413767
1200,Post_1201,TikTok,#Challenge,Reel,USA,4486868,94546,72083,47825,Low,214454,0.0478,0.0638612502083859
1201,Post_1202,Instagram,#Fitness,Live Stream,UK,4184048,287717,88326,45451,Medium,421494,0.1007,0.12184850651808966
1202,Post_1203,Twitter,#Fitness,Post,Germany,2435410,326186,1739,5729,Low,333654,0.137,0.13771521016995086
1203,Post_1204,Instagram,#Education,Video,USA,1171718,339285,76401,22897,High,438583,0.3743,0.43951189620710784
1204,Post_1205,Twitter,#Comedy,Shorts,Brazil,4098970,468202,10925,38510,High,517637,0.1263,0.12894995572058346
1205,Post_1206,YouTube,#Viral,Video,Australia,1538823,307662,59624,8124,Low,375410,0.244,0.2827056783008832
1206,Post_1207,Twitter,#Fitness,Video,USA,2595660,434540,40012,13478,High,488030,0.188,0.2034326529668755
1207,Post_1208,TikTok,#Gaming,Shorts,Australia,3521130,260136,65723,32176,Low,358035,0.1017,0.12034716128061163
1208,Post_1209,Instagram,#Gaming,Tweet,India,3589308,407373,70852,20849,High,499074,0.139,0.15878436734880372
1209,Post_1210,YouTube,#Comedy,Tweet,UK,1035365,326981,34821,2572,High,364374,0.3519,0.3855596818513278
1210,Post_1211,Instagram,#Education,Reel,UK,2315963,306373,6915,33050,Medium,346338,0.1495,0.1525296388586519
1211,Post_1212,YouTube,#Education,Reel,Canada,2676777,488199,52014,45422,Medium,585635,0.2188,0.23821521180135663
1212,Post_1213,Instagram,#Viral,Video,Canada,2950546,305105,99587,34102,Medium,438794,0.1487,0.18246826180645886
1213,Post_1214,TikTok,#Fashion,Tweet,USA,3368170,17758,93392,19981,High,131131,0.0389,0.06666023389555753
1214,Post_1215,YouTube,#Fashion,Reel,Japan,4736019,308046,88779,33858,Medium,430683,0.0909,0.10968325929435671
1215,Post_1216,TikTok,#Gaming,Reel,Japan,2258063,241357,49321,14634,Low,305312,0.1352,0.15705186259196488
1216,Post_1217,YouTube,#Comedy,Live Stream,Germany,4989820,166706,39793,15510,High,222009,0.0445,0.05246722326657074
1217,Post_1218,YouTube,#Tech,Post,Germany,4766161,384232,67245,8995,Medium,460472,0.0966,0.11072160592141138
1218,Post_1219,TikTok,#Challenge,Reel,UK,4706101,198755,73600,39098,Low,311453,0.0662,0.08181996094006483
1219,Post_1220,Twitter,#Fashion,Live Stream,Canada,1726804,328441,44676,1323,High,374440,0.2168,0.24271196962712618
1220,Post_1221,YouTube,#Dance,Tweet,Canada,3218932,135138,58808,4020,Medium,197966,0.0615,0.07976993611545692
1221,Post_1222,Instagram,#Education,Live Stream,Germany,1374292,468164,79559,11612,Low,559335,0.407,0.4648895576776988
1222,Post_1223,Twitter,#Gaming,Shorts,Japan,2307722,112883,48860,26500,High,188243,0.0816,0.10274331136939371
1223,Post_1224,TikTok,#Fitness,Post,USA,3943560,361857,53708,10889,High,426454,0.1081,0.121758512612969
1224,Post_1225,YouTube,#Viral,Tweet,USA,4397362,416040,26255,37205,Medium,479500,0.109,0.11501327386737777
1225,Post_1226,Instagram,#Tech,Reel,India,2904623,210629,93645,25652,High,329926,0.1136,0.14582649796548466
1226,Post_1227,YouTube,#Dance,Reel,USA,4648895,334635,14885,39943,High,389463,0.0838,0.08697722792190402
1227,Post_1228,YouTube,#Education,Tweet,Japan,2182075,401349,79190,49849,High,530388,0.2431,0.2793570340157877
1228,Post_1229,YouTube,#Tech,Tweet,Germany,3686801,289690,37216,29859,Low,356765,0.0968,0.10686256187952645
1229,Post_1230,Instagram,#Music,Video,UK,436676,411915,89675,24765,Low,526355,1.2054,1.4107255722778445
